mp-694,126,127,23,34,34
mp-242,126,127,38,5,5,5,5,5,5
mp-1023900,126,127,14,14,14,14,16,16,16,16
mp-4248,126,127,39,27,6,6
mp-972256,126,127,54
mp-556424,126,127,37,23,9,9,9
mp-615,126,127,39,12
mp-672385,126,127,92,28,50
mp-519,126,127,92,51
mp-8633,126,127,24
mp-571648,126,127,37,37,25,17,17,17,17,17,17
mp-19391,126,127,11,23,8,8
mp-1029256,126,127,52,52,52,52,52,52,52,52,42,42,74,74
mp-22939,126,127,83,83,17,17,8,8
mp-13972,126,127,62,62,34,8,8
mp-2645,126,127,70,28,28,28,28,28
mp-754157,126,127,13,13,49,49,8,8,8,8,8,8
mp-999484,126,127,39,22
mp-755018,126,127,37,73,8,8,8
mp-755340,126,127,65,65,34,8,8
mp-10401,126,127,81,81,50,9,9,9,9,9,9
mp-560023,126,127,28,50,9,9,9,9,9,9
mp-21038,126,127,66,66,66,25,25,25,31,31,14
mp-850222,126,127,26,26,8,8,8,8
mp-753539,126,127,51,51,51,51,8,8,8,8,9,9,9,9
mp-4711,126,127,3,3,29,8,8
mp-8387,126,127,81,81,81,81,81,81,52,8,8,8,8,8,8
mp-975312,126,127,37,9,9,9
mp-998974,126,127,22,26,27,33
mp-2493,126,127,58,7
mp-568656,126,127,14,14,14,14,14,14,14,14,14,14,6,6,6,6,6,6,6,6,6,6
mp-999576,126,127,25,25,14,44
mp-999002,126,127,22,26,26,33
mp-985280,126,127,27,27,27,83
mp-999059,126,127,22,22,31,26
mp-2778,126,127,67,47
mp-975337,126,127,37,9,9,9
mp-998970,126,127,22,26,26,51
mp-570,126,127,60,52
mp-974337,126,127,44,82,8,8,8
mp-8634,126,127,25
mp-7754,126,127,14,14,44
mp-998987,126,127,22,22,22,32
mp-999557,126,127,25,25,50,44
mp-998982,126,127,22,22,22,50
mp-999249,126,127,21,21,25,32
mp-91,126,127,74
mp-999076,126,127,22,22,49,28
mp-16488,126,127,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,27,27,27,27
mp-998160,126,127,81,27,9,9,9
mp-11836,126,127,68,51,46
mp-996995,126,127,25,47,8,8
mp-980749,126,127,23,26,44,44
mp-973884,126,127,28,28,28,80
mp-997160,126,127,25,25,47,47,8,8,8,8
mp-997163,126,127,25,79,8,8
mp-558110,126,127,22,16,16
mp-978842,126,127,38,20,8,8,8
mp-974734,126,127,19,49,8,8,8
mp-979114,126,127,90,90,90,92
mp-975382,126,127,37,20,8,8,8
mp-510625,126,127,24,24,29,29,8,8,8,8
mp-973557,126,127,26,79,79,79
mp-51,126,127,3
mp-1009641,126,127,27,52,52
mp-23292,126,127,80,80,35,35,35,35
mp-776081,126,127,19,19,19,19,8,8
mp-28248,126,127,48,48,53,53,53,53
mp-5159,126,127,3,31,31,46
mp-754352,126,127,11,11,11,11,11,11,29,29,8,8,8,8
mp-676360,126,127,11,11,60,60,16,16,16,16
mp-246,126,127,22,22,9,9,9,9,9,9
mp-675078,126,127,56,26,26,16,16,16,16
mp-13974,126,127,67,67,34,8,8
mp-753575,126,127,56,20,53,53,53,53
mp-15795,126,127,3,66,34,34
mp-134,126,127,13
mp-972,126,127,25,34
mp-21096,126,127,20,20,25,25,14,14
mp-10402,126,127,22,81,81,9,9,9,9,9,9
mp-32887,126,127,72,52,52
mp-6999,126,127,21,21,15,15,16,16,16,16,16,16,16,16
mp-754158,126,127,19,60,8,8
mp-753774,126,127,19,69,8,8
mp-849079,126,127,28,28,16,16,16,16
mp-31178,126,127,66,13,13,13
mp-997162,126,127,25,25,47,47,8,8,8,8
mp-8638,126,127,43
mp-95,126,127,38
mp-556742,126,127,31,31,31,31,16,16,16,16
mp-13,126,127,26,26
